RECORD CODE,CLIENT TYPE,CLIENT NUMBER,ACCOUNT NUMBER,SUBACCOUNT NUMBER,OPPOSITE PARTY CODE,PRODUCT GROUP CODE,EXCHANGE CODE,SYMBOL,EXPIRATION DATE,CURRENCY CODE,MOVEMENT CODE,BUY SELL CODE,QUANTTTY LONG SIGN,QUANTITY LONG,QUANTITY SHORT SIGN,QUANTITY SHORT,EXCH/BROKER FEE / DEC,EXCH/BROKER FEE / DC,EXCH/BROKER FEE CUR CODE,CLEARING FEE / DEC,CLEARING FEE D C,CLEARING FEE CUR CODE,COMMISSION,COMMISSION D C,COMMISSION CUR CODE,TRANSACTION DATE,FUTURE REFERENCE,TICKET NUMBER,EXTERNAL NUMBER,TRANSACTION PRICE / DEC,TRADER INITIALS,OPPOSITE TRADER ID,OPEN CLOSE CODE
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,B," ",0000000005," ",0000000000,000000000300,D,USD,000000000150,D,USD,000000000000,D,JPY,20100820,001223,"0     ",687914,000092550000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,B," ",0000000005," ",0000000000,000000000300,D,USD,000000000150,D,USD,000000000000,D,JPY,20100820,001229,"0     ",687958,000092500000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,B," ",0000000005," ",0000000000,000000000300,D,USD,000000000150,D,USD,000000000000,D,JPY,20100820,001231,"0     ",687976,000092500000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,B," ",0000000005," ",0000000000,000000000300,D,USD,000000000150,D,USD,000000000000,D,JPY,20100820,001236,"0     ",688022,000092550000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,B," ",0000000005," ",0000000000,000000000300,D,USD,000000000150,D,USD,000000000000,D,JPY,20100820,001248,"0     ",688114,000092500000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,B," ",0000000005," ",0000000000,000000000300,D,USD,000000000150,D,USD,000000000000,D,JPY,20100820,001256,"0     ",688166,000092400000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,B," ",0000000005," ",0000000000,000000000300,D,USD,000000000150,D,USD,000000000000,D,JPY,20100820,001376,"0     ",690692,000092200000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,B," ",0000000005," ",0000000000,000000000300,D,USD,000000000150,D,USD,000000000000,D,JPY,20100820,001577,"0     ",765051,000091800000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,B," ",0000000005," ",0000000000,000000000300,D,USD,000000000150,D,USD,000000000000,D,JPY,20100820,001608,"0     ",765641,000091950000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,B," ",0000000005," ",0000000000,000000000300,D,USD,000000000150,D,USD,000000000000,D,JPY,20100820,001611,"0     ",765773,000091900000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,B," ",0000000005," ",0000000000,000000000300,D,USD,000000000150,D,USD,000000000000,D,JPY,20100820,001759,"0     ",766681,000091700000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,B," ",0000000005," ",0000000000,000000000300,D,USD,000000000150,D,USD,000000000000,D,JPY,20100820,001777,"0     ",766803,000091550000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,B," ",0000000005," ",0000000000,000000000300,D,USD,000000000150,D,USD,000000000000,D,JPY,20100820,002806,"0     ",777499,000092100000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,B," ",0000000006," ",0000000000,000000000360,D,USD,000000000180,D,USD,000000000000,D,JPY,20100820,001426,"0     ",691048,000092350000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,S," ",0000000000," ",0000000001,000000000060,D,USD,000000000030,D,USD,000000000000,D,JPY,20100820,000668,"0     ",678286,000093500000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,S," ",0000000000," ",0000000001,000000000060,D,USD,000000000030,D,USD,000000000000,D,JPY,20100820,000676,"0     ",678460,000093500000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,S," ",0000000000," ",0000000001,000000000060,D,USD,000000000030,D,USD,000000000000,D,JPY,20100820,000788,"0     ",681487,000093450000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,S," ",0000000000," ",0000000001,000000000060,D,USD,000000000030,D,USD,000000000000,D,JPY,20100820,000789,"0     ",681489,000093450000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,S," ",0000000000," ",0000000001,000000000060,D,USD,000000000030,D,USD,000000000000,D,JPY,20100820,000790,"0     ",681491,000093450000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,S," ",0000000000," ",0000000001,000000000060,D,USD,000000000030,D,USD,000000000000,D,JPY,20100820,000795,"0     ",681509,000093400000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,S," ",0000000000," ",0000000001,000000000060,D,USD,000000000030,D,USD,000000000000,D,JPY,20100820,000801,"0     ",681515,000093400000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,S," ",0000000000," ",0000000001,000000000060,D,USD,000000000030,D,USD,000000000000,D,JPY,20100820,000810,"0     ",681599,000093300000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,S," ",0000000000," ",0000000001,000000000060,D,USD,000000000030,D,USD,000000000000,D,JPY,20100820,000832,"0     ",682065,000093100000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,S," ",0000000000," ",0000000001,000000000060,D,USD,000000000030,D,USD,000000000000,D,JPY,20100820,000833,"0     ",682067,000093100000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,S," ",0000000000," ",0000000001,000000000060,D,USD,000000000030,D,USD,000000000000,D,JPY,20100820,000834,"0     ",682069,000093100000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,S," ",0000000000," ",0000000001,000000000060,D,USD,000000000030,D,USD,000000000000,D,JPY,20100820,000835,"0     ",682071,000093100000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,S," ",0000000000," ",0000000001,000000000060,D,USD,000000000030,D,USD,000000000000,D,JPY,20100820,001134,"0     ",687375,000092800000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,S," ",0000000000," ",0000000001,000000000060,D,USD,000000000030,D,USD,000000000000,D,JPY,20100820,001158,"0     ",687581,000092700000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,S," ",0000000000," ",0000000001,000000000060,D,USD,000000000030,D,USD,000000000000,D,JPY,20100820,001159,"0     ",687583,000092700000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,S," ",0000000000," ",0000000001,000000000060,D,USD,000000000030,D,USD,000000000000,D,JPY,20100820,001160,"0     ",687585,000092700000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,S," ",0000000000," ",0000000001,000000000060,D,USD,000000000030,D,USD,000000000000,D,JPY,20100820,001161,"0     ",687587,000092700000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,S," ",0000000000," ",0000000001,000000000060,D,USD,000000000030,D,USD,000000000000,D,JPY,20100820,001175,"0     ",687691,000092700000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,S," ",0000000000," ",0000000001,000000000060,D,USD,000000000030,D,USD,000000000000,D,JPY,20100820,001177,"0     ",687723,000092700000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,S," ",0000000000," ",0000000001,000000000060,D,USD,000000000030,D,USD,000000000000,D,JPY,20100820,001186,"0     ",687747,000092700000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,S," ",0000000000," ",0000000001,000000000060,D,USD,000000000030,D,USD,000000000000,D,JPY,20100820,001189,"0     ",687755,000092650000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,S," ",0000000000," ",0000000001,000000000060,D,USD,000000000030,D,USD,000000000000,D,JPY,20100820,001209,"0     ",687843,000092600000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,S," ",0000000000," ",0000000001,000000000060,D,USD,000000000030,D,USD,000000000000,D,JPY,20100820,001213,"0     ",687851,000092650000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,S," ",0000000000," ",0000000001,000000000060,D,USD,000000000030,D,USD,000000000000,D,JPY,20100820,001246,"0     ",688103,000092550000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,S," ",0000000000," ",0000000001,000000000060,D,USD,000000000030,D,USD,000000000000,D,JPY,20100820,001247,"0     ",688107,000092550000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,S," ",0000000000," ",0000000001,000000000060,D,USD,000000000030,D,USD,000000000000,D,JPY,20100820,001262,"0     ",688247,000092400000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,S," ",0000000000," ",0000000001,000000000060,D,USD,000000000030,D,USD,000000000000,D,JPY,20100820,001567,"0     ",764948,000092000000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,S," ",0000000000," ",0000000001,000000000060,D,USD,000000000030,D,USD,000000000000,D,JPY,20100820,001568,"0     ",764950,000092000000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,S," ",0000000000," ",0000000001,000000000060,D,USD,000000000030,D,USD,000000000000,D,JPY,20100820,001760,"0     ",766694,000091750000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,S," ",0000000000," ",0000000001,000000000060,D,USD,000000000030,D,USD,000000000000,D,JPY,20100820,001762,"0     ",766696,000091750000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,S," ",0000000000," ",0000000002,000000000120,D,USD,000000000060,D,USD,000000000000,D,JPY,20100820,000787,"0     ",681485,000093450000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,S," ",0000000000," ",0000000002,000000000120,D,USD,000000000060,D,USD,000000000000,D,JPY,20100820,000803,"0     ",681527,000093300000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,S," ",0000000000," ",0000000002,000000000120,D,USD,000000000060,D,USD,000000000000,D,JPY,20100820,000808,"0     ",681595,000093300000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,S," ",0000000000," ",0000000002,000000000120,D,USD,000000000060,D,USD,000000000000,D,JPY,20100820,000809,"0     ",681597,000093300000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,S," ",0000000000," ",0000000002,000000000120,D,USD,000000000060,D,USD,000000000000,D,JPY,20100820,000837,"0     ",682073,000093050000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,S," ",0000000000," ",0000000002,000000000120,D,USD,000000000060,D,USD,000000000000,D,JPY,20100820,000848,"0     ",682303,000093050000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,S," ",0000000000," ",0000000002,000000000120,D,USD,000000000060,D,USD,000000000000,D,JPY,20100820,000866,"0     ",682789,000092950000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,S," ",0000000000," ",0000000002,000000000120,D,USD,000000000060,D,USD,000000000000,D,JPY,20100820,001157,"0     ",687579,000092700000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,S," ",0000000000," ",0000000002,000000000120,D,USD,000000000060,D,USD,000000000000,D,JPY,20100820,001214,"0     ",687857,000092700000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,S," ",0000000000," ",0000000002,000000000120,D,USD,000000000060,D,USD,000000000000,D,JPY,20100820,001569,"0     ",765016,000091900000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,S," ",0000000000," ",0000000002,000000000120,D,USD,000000000060,D,USD,000000000000,D,JPY,20100820,003644,"0     ",780529,000092000000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,S," ",0000000000," ",0000000003,000000000180,D,USD,000000000090,D,USD,000000000000,D,JPY,20100820,000794,"0     ",681507,000093400000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,S," ",0000000000," ",0000000003,000000000180,D,USD,000000000090,D,USD,000000000000,D,JPY,20100820,000843,"0     ",682115,000093100000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,S," ",0000000000," ",0000000003,000000000180,D,USD,000000000090,D,USD,000000000000,D,JPY,20100820,000910,"0     ",684047,000092950000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,S," ",0000000000," ",0000000003,000000000180,D,USD,000000000090,D,USD,000000000000,D,JPY,20100820,001156,"0     ",687567,000092700000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,S," ",0000000000," ",0000000003,000000000180,D,USD,000000000090,D,USD,000000000000,D,JPY,20100820,001216,"0     ",687861,000092700000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,S," ",0000000000," ",0000000003,000000000180,D,USD,000000000090,D,USD,000000000000,D,JPY,20100820,001776,"0     ",766794,000091600000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,S," ",0000000000," ",0000000004,000000000240,D,USD,000000000120,D,USD,000000000000,D,JPY,20100820,000793,"0     ",681505,000093400000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,S," ",0000000000," ",0000000004,000000000240,D,USD,000000000120,D,USD,000000000000,D,JPY,20100820,000797,"0     ",681511,000093400000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,S," ",0000000000," ",0000000004,000000000240,D,USD,000000000120,D,USD,000000000000,D,JPY,20100820,000831,"0     ",682063,000093100000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,S," ",0000000000," ",0000000004,000000000240,D,USD,000000000120,D,USD,000000000000,D,JPY,20100820,000840,"0     ",682097,000093050000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,S," ",0000000000," ",0000000004,000000000240,D,USD,000000000120,D,USD,000000000000,D,JPY,20100820,000847,"0     ",682301,000093050000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,S," ",0000000000," ",0000000004,000000000240,D,USD,000000000120,D,USD,000000000000,D,JPY,20100820,000849,"0     ",682305,000093050000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,S," ",0000000000," ",0000000004,000000000240,D,USD,000000000120,D,USD,000000000000,D,JPY,20100820,001169,"0     ",687615,000092700000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,S," ",0000000000," ",0000000004,000000000240,D,USD,000000000120,D,USD,000000000000,D,JPY,20100820,001185,"0     ",687745,000092700000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,S," ",0000000000," ",0000000004,000000000240,D,USD,000000000120,D,USD,000000000000,D,JPY,20100820,001187,"0     ",687753,000092650000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,S," ",0000000000," ",0000000004,000000000240,D,USD,000000000120,D,USD,000000000000,D,JPY,20100820,001191,"0     ",687757,000092600000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,S," ",0000000000," ",0000000004,000000000240,D,USD,000000000120,D,USD,000000000000,D,JPY,20100820,001207,"0     ",687841,000092600000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,S," ",0000000000," ",0000000004,000000000240,D,USD,000000000120,D,USD,000000000000,D,JPY,20100820,001211,"0     ",687847,000092650000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,S," ",0000000000," ",0000000004,000000000240,D,USD,000000000120,D,USD,000000000000,D,JPY,20100820,001215,"0     ",687859,000092650000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,S," ",0000000000," ",0000000005,000000000300,D,USD,000000000150,D,USD,000000000000,D,JPY,20100820,000791,"0     ",681493,000093450000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,S," ",0000000000," ",0000000005,000000000300,D,USD,000000000150,D,USD,000000000000,D,JPY,20100820,000799,"0     ",681513,000093350000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,S," ",0000000000," ",0000000005,000000000300,D,USD,000000000150,D,USD,000000000000,D,JPY,20100820,001164,"0     ",687605,000092650000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,S," ",0000000000," ",0000000005,000000000300,D,USD,000000000150,D,USD,000000000000,D,JPY,20100820,001165,"0     ",687607,000092650000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,S," ",0000000000," ",0000000005,000000000300,D,USD,000000000150,D,USD,000000000000,D,JPY,20100820,001176,"0     ",687721,000092700000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,S," ",0000000000," ",0000000005,000000000300,D,USD,000000000150,D,USD,000000000000,D,JPY,20100820,001184,"0     ",687739,000092700000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,S," ",0000000000," ",0000000005,000000000300,D,USD,000000000150,D,USD,000000000000,D,JPY,20100820,001195,"0     ",687775,000092650000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,S," ",0000000000," ",0000000005,000000000300,D,USD,000000000150,D,USD,000000000000,D,JPY,20100820,001197,"0     ",687783,000092700000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,S," ",0000000000," ",0000000005,000000000300,D,USD,000000000150,D,USD,000000000000,D,JPY,20100820,001235,"0     ",688005,000092600000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,S," ",0000000000," ",0000000005,000000000300,D,USD,000000000150,D,USD,000000000000,D,JPY,20100820,001249,"0     ",688119,000092500000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,S," ",0000000000," ",0000000006,000000000360,D,USD,000000000180,D,USD,000000000000,D,JPY,20100820,001162,"0     ",687589,000092700000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,S," ",0000000000," ",0000000006,000000000360,D,USD,000000000180,D,USD,000000000000,D,JPY,20100820,001212,"0     ",687849,000092650000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,S," ",0000000000," ",0000000007,000000000420,D,USD,000000000210,D,USD,000000000000,D,JPY,20100820,000914,"0     ",684089,000092950000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,S," ",0000000000," ",0000000007,000000000420,D,USD,000000000210,D,USD,000000000000,D,JPY,20100820,001155,"0     ",687565,000092700000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,S," ",0000000000," ",0000000007,000000000420,D,USD,000000000210,D,USD,000000000000,D,JPY,20100820,001181,"0     ",687733,000092700000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,S," ",0000000000," ",0000000008,000000000480,D,USD,000000000240,D,USD,000000000000,D,JPY,20100820,000802,"0     ",681517,000093350000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,S," ",0000000000," ",0000000008,000000000480,D,USD,000000000240,D,USD,000000000000,D,JPY,20100820,000867,"0     ",682791,000092950000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,S," ",0000000000," ",0000000009,000000000540,D,USD,000000000270,D,USD,000000000000,D,JPY,20100820,001183,"0     ",687737,000092700000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,S," ",0000000000," ",0000000010,000000000600,D,USD,000000000300,D,USD,000000000000,D,JPY,20100820,001178,"0     ",687725,000092700000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,S," ",0000000000," ",0000000010,000000000600,D,USD,000000000300,D,USD,000000000000,D,JPY,20100820,001180,"0     ",687729,000092700000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,S," ",0000000000," ",0000000010,000000000600,D,USD,000000000300,D,USD,000000000000,D,JPY,20100820,001182,"0     ",687735,000092700000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,S," ",0000000000," ",0000000010,000000000600,D,USD,000000000300,D,USD,000000000000,D,JPY,20100820,001263,"0     ",688249,000092400000000,"      ","       ",O
315,"CL  ",1234,0002,0001,"SGXDC ",FU,"SGX ","NK    ",20100910,JPY,01,S," ",0000000000," ",0000000010,000000000600,D,USD,000000000300,D,USD,000000000000,D,JPY,20100820,001287,"0     ",688571,000092350000000,"      ","       ",O
315,"CL  ",1234,0003,0001,"FCC   ",FU,"CME ","NK.   ",20100910,USD,01,B," ",0000000001," ",0000000000,000000000000,D,USD,000000000005,D,USD,000000000000,D,USD,20100819,059629,"      ",000462,000092600000000,"      ","       ",O
315,"CL  ",1234,0003,0001,"FCC   ",FU,"CME ","NK.   ",20100910,USD,01,B," ",0000000001," ",0000000000,000000000000,D,USD,000000000005,D,USD,000000000000,D,USD,20100819,059630,"      ",000463,000092700000000,"      ","       ",O
315,"CL  ",1234,0003,0001,"FCC   ",FU,"CME ","NK.   ",20100910,USD,01,B," ",0000000001," ",0000000000,000000000000,D,USD,000000000005,D,USD,000000000000,D,USD,20100819,059656,"      ",000489,000092500000000,"      ","       ",O
315,"CL  ",1234,0003,0001,"FCC   ",FU,"CME ","NK.   ",20100910,USD,01,B," ",0000000001," ",0000000000,000000000000,D,USD,000000000005,D,USD,000000000000,D,USD,20100819,059657,"      ",000490,000093300000000,"      ","       ",O
315,"CL  ",1234,0003,0001,"FCC   ",FU,"CME ","NK.   ",20100910,USD,01,B," ",0000000001," ",0000000000,000000000000,D,USD,000000000005,D,USD,000000000000,D,USD,20100819,059658,"      ",000491,000093300000000,"      ","       ",O
315,"CL  ",1234,0003,0001,"FCC   ",FU,"CME ","NK.   ",20100910,USD,01,B," ",0000000001," ",0000000000,000000000000,D,USD,000000000005,D,USD,000000000000,D,USD,20100819,059669,"      ",000502,000091800000000,"      ","       ",O
315,"CL  ",1234,0003,0001,"FCC   ",FU,"CME ","NK.   ",20100910,USD,01,B," ",0000000001," ",0000000000,000000000000,D,USD,000000000005,D,USD,000000000000,D,USD,20100819,059670,"      ",000503,000091850000000,"      ","       ",O
315,"CL  ",1234,0003,0001,"FCC   ",FU,"CME ","NK.   ",20100910,USD,01,B," ",0000000001," ",0000000000,000000000000,D,USD,000000000005,D,USD,000000000000,D,USD,20100819,059671,"      ",000504,000091850000000,"      ","       ",O
315,"CL  ",1234,0003,0001,"FCC   ",FU,"CME ","NK.   ",20100910,USD,01,B," ",0000000001," ",0000000000,000000000000,D,USD,000000000005,D,USD,000000000000,D,USD,20100819,059672,"      ",000505,000091900000000,"      ","       ",O
315,"CL  ",1234,0003,0001,"FCC   ",FU,"CME ","NK.   ",20100910,USD,01,B," ",0000000001," ",0000000000,000000000000,D,USD,000000000005,D,USD,000000000000,D,USD,20100819,059673,"      ",000506,000091950000000,"      ","       ",O
315,"CL  ",1234,0003,0001,"FCC   ",FU,"CME ","NK.   ",20100910,USD,01,B," ",0000000001," ",0000000000,000000000000,D,USD,000000000005,D,USD,000000000000,D,USD,20100819,059674,"      ",000507,000091950000000,"      ","       ",O
